center_name	PRIMARY_ID	EXTERNAL_ID	SUBMITTER_ID	TITLE	TAXON_ID	SCIENTIFIC_NAME	COMMON_NAME	DESCRIPTION	ENA-STUDY	ENA-EXPERIMENT	ENA-RUN	ENA-SUBMISSION	ENA-FASTQ-FILES	ENA-SUBMITTED-FILES	collection date	environment (biome)	environment (feature)	environment (material)	geographic location (country and/or sea)	geographic location (latitude)	geographic location (longitude)	host body site	host disease status	human-associated environmental package	investigation type	project name	sequencing method	ENA-CHECKLIST	ENA-SPOT-COUNT	ENA-BASE-COUNT	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE
Universidade Federal do ABC	ERS1421372	SAMEA4522193	LP16-T1-16S_S70_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LP16-T1-16S_S70_L001_R1_001	ERP018577	ERX1771563	ERR1701275	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421372&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421372&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Forehead	Dandruff	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	110985	18333713	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421373	SAMEA4522194	LP19-S1-16S_S71_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LP19-S1-16S_S71_L001_R1_001	ERP018577	ERX1771564	ERR1701276	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421373&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421373&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Scalp	Dandruff	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	181045	25703922	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421374	SAMEA4522195	LP19-T1-16S_S72_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LP19-T1-16S_S72_L001_R1_001	ERP018577	ERX1771565	ERR1701277	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421374&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421374&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Forehead	Dandruff	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	129513	25387611	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421375	SAMEA4522196	LP20-S1-16S_S73_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LP20-S1-16S_S73_L001_R1_001	ERP018577	ERX1771566	ERR1701278	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421375&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421375&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Scalp	Dandruff	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	282010	32972909	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421376	SAMEA4522197	LP20-T1-16S_S74_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LP20-T1-16S_S74_L001_R1_001	ERP018577	ERX1771567	ERR1701279	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421376&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421376&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Forehead	Dandruff	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	198253	31399480	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421377	SAMEA4522198	LH01-S1-16S_S75_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH01-S1-16S_S75_L001_R1_001	ERP018577	ERX1771568	ERR1701280	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421377&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421377&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Scalp	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	328966	43339406	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421378	SAMEA4522199	LH01-T1-16S_S76_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH01-T1-16S_S76_L001_R1_001	ERP018577	ERX1771569	ERR1701281	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421378&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421378&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Forehead	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	79672	15037824	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421379	SAMEA4522200	LH02-S1-16S_S77_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH02-S1-16S_S77_L001_R1_001	ERP018577	ERX1771570	ERR1701282	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421379&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421379&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Scalp	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	120235	22000629	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421380	SAMEA4522201	LH02-T1-16S_S78_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH02-T1-16S_S78_L001_R1_001	ERP018577	ERX1771571	ERR1701283	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421380&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421380&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Forehead	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	179054	37455902	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421381	SAMEA4522202	LH03-S1-16S_S79_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH03-S1-16S_S79_L001_R1_001	ERP018577	ERX1771572	ERR1701284	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421381&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421381&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Scalp	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	196349	31060789	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421382	SAMEA4522203	LH03-T1-16S_S80_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH03-T1-16S_S80_L001_R1_001	ERP018577	ERX1771573	ERR1701285	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421382&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421382&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Forehead	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	115744	24509369	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421383	SAMEA4522204	LH04-S1-16S_S81_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH04-S1-16S_S81_L001_R1_001	ERP018577	ERX1771574	ERR1701286	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421383&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421383&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Scalp	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	234348	26525373	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421384	SAMEA4522205	LH04-T1-16S_S82_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH04-T1-16S_S82_L001_R1_001	ERP018577	ERX1771575	ERR1701287	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421384&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421384&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Forehead	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	190170	27866482	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421385	SAMEA4522206	LH05-S1-16S_S83_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH05-S1-16S_S83_L001_R1_001	ERP018577	ERX1771576	ERR1701288	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421385&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421385&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Scalp	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	163196	21463448	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421386	SAMEA4522207	LH05-T1-16S_S84_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH05-T1-16S_S84_L001_R1_001	ERP018577	ERX1771577	ERR1701289	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421386&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421386&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Forehead	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	222699	46231465	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421387	SAMEA4522208	LH06-S1-16S_S85_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH06-S1-16S_S85_L001_R1_001	ERP018577	ERX1771578	ERR1701290	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421387&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421387&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Scalp	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	95984	14381693	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421388	SAMEA4522209	LH06-T1-16S_S86_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH06-T1-16S_S86_L001_R1_001	ERP018577	ERX1771579	ERR1701291	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421388&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421388&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Forehead	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	119324	18660808	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421389	SAMEA4522210	LH08-S1-16S_S87_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH08-S1-16S_S87_L001_R1_001	ERP018577	ERX1771580	ERR1701292	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421389&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421389&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Scalp	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	158085	27339357	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421390	SAMEA4522211	LH08-T1-16S_S88_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH08-T1-16S_S88_L001_R1_001	ERP018577	ERX1771581	ERR1701293	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421390&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421390&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Forehead	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	206856	33132065	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421391	SAMEA4522212	LH09-S1-16S_S89_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH09-S1-16S_S89_L001_R1_001	ERP018577	ERX1771582	ERR1701294	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421391&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421391&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Scalp	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	207802	29625797	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421392	SAMEA4522213	LH09-T1-16S_S90_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH09-T1-16S_S90_L001_R1_001	ERP018577	ERX1771583	ERR1701295	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421392&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421392&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Forehead	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	224835	35058545	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421393	SAMEA4522214	LH10-S1-16S_S91_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH10-S1-16S_S91_L001_R1_001	ERP018577	ERX1771584	ERR1701296	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421393&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421393&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Scalp	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	249050	30646912	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421394	SAMEA4522215	LH10-T1-16S_S92_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH10-T1-16S_S92_L001_R1_001	ERP018577	ERX1771585	ERR1701297	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421394&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421394&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Forehead	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	289747	34944686	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421395	SAMEA4522216	LH12-S1-16S_S93_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH12-S1-16S_S93_L001_R1_001	ERP018577	ERX1771586	ERR1701298	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421395&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421395&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Scalp	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	187999	33294074	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421396	SAMEA4522217	LH12-T1-16S_S94_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH12-T1-16S_S94_L001_R1_001	ERP018577	ERX1771587	ERR1701299	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421396&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421396&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Forehead	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	165974	27910332	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421397	SAMEA4522218	LH13-S1-16S_S95_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH13-S1-16S_S95_L001_R1_001	ERP018577	ERX1771588	ERR1701300	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421397&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421397&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Scalp	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	160616	22928932	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421398	SAMEA4522219	LH13-T1-16S_S96_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH13-T1-16S_S96_L001_R1_001	ERP018577	ERX1771589	ERR1701301	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421398&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421398&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Forehead	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	170253	23378629	2016-12-23	2016-10-23
